Date,IBM Open,IBM Close,SPY Open,SPY Close,GS Open,GS Close
11/6/2012,195.26,195.07,142.28,142.96,124.33,126.25
11/5/2012,192.36,194.14,141.35,141.85,123.19,124.08
11/2/2012,197.53,193.43,143.68,141.56,125.35,123.25
11/1/2012,194.68,197.15,141.65,142.83,122.82,124.85
10/31/2012,194.8,194.53,141.85,141.35,119.73,122.39
10/26/2012,191.49,193.27,141.3,141.35,119.24,119.44
10/25/2012,191.41,191.6,142.02,141.43,120.83,119.72
10/24/2012,192.44,190.72,141.93,141.02,119.83,119.77
10/23/2012,193.53,191.25,141.86,141.42,120.47,119
10/22/2012,193.71,194.4,143.15,143.41,122.02,122.77
10/19/2012,195.29,193.36,145.55,143.39,124.46,123.62
10/18/2012,199.91,194.96,145.82,145.82,123.8,125.15
10/17/2012,201.21,200.63,145.64,146.2,123.32,124.92
10/16/2012,209.94,211,144.76,145.54,124.23,123.22
10/15/2012,208.88,208.93,143.23,144.08,121.7,124.5
10/12/2012,205.64,207.8,143.46,142.89,121.62,120.2
10/11/2012,206.57,205.76,144.28,143.36,120.95,121.99
10/10/2012,207.82,205.82,144.18,143.28,119.5,120.08
10/9/2012,209.95,207.99,145.53,144.2,119.39,119.63
10/8/2012,210.02,209.82,145.6,145.64,118.28,119.46
10/5/2012,211.15,210.59,146.91,146.14,120.83,119.31
10/4/2012,210.28,210.39,145.64,146.13,118.66,119.9
10/3/2012,209.94,210.51,144.89,145.09,117.62,117.91
10/2/2012,210.96,209.84,144.92,144.5,117.55,117.25
10/1/2012,208.01,210.47,144.52,144.35,116.67,116.86
9/28/2012,205.66,207.45,144.09,143.97,115.01,113.68
9/27/2012,204.37,205.91,143.89,144.64,113.74,115.23
9/26/2012,205.05,204,144.07,143.29,113.22,113.08
9/25/2012,205.6,204.98,145.96,144.1,117.13,113.5
9/24/2012,205.02,205.29,145.15,145.65,116.34,116.6
9/21/2012,207.36,205.98,146.64,145.87,118.36,116.72
9/20/2012,205.85,206.18,146.03,146.71,117.64,117.63
9/19/2012,207.55,206.43,146.79,146.7,120.37,119.02
9/18/2012,206.88,207.07,146.49,146.62,119.43,119.88
9/17/2012,205.55,207.15,146.94,146.74,120.32,119.9
9/14/2012,206.24,206.81,146.88,147.24,121.26,121.36
9/13/2012,204.38,206.36,144.37,146.59,117.99,120.67
9/12/2012,203.52,203.77,144.39,144.39,117.4,118.24
9/11/2012,200.55,203.27,143.6,143.91,115.23,116.69
9/10/2012,199.39,200.95,144.19,143.51,116.06,114.68
9/7/2012,199.12,199.5,144.01,144.33,113.8,116.33
9/6/2012,196.26,199.1,141.76,143.77,110.61,113.54
9/5/2012,194.41,195.04,141.09,140.91,106.9,109.94
9/4/2012,196.61,194.54,141.04,141.03,105.55,106.41
8/31/2012,194.31,194.85,141.29,141.16,105.41,105.72
8/30/2012,194.77,193.37,140.9,140.49,104.74,104.72
8/29/2012,195.13,195.08,141.52,141.51,105.36,105.53
8/28/2012,195.56,194.87,141.18,141.4,104.46,105.03
8/27/2012,197.96,195.69,141.89,141.54,105.12,105.12
8/24/2012,194.96,197.77,140.31,141.51,103.56,104.96
8/23/2012,197.04,195.7,141.47,140.66,104.59,104.08
8/22/2012,198.64,197.25,141.4,141.82,104.77,104.67
8/21/2012,200.99,198.65,142.54,141.76,105.69,105.32
8/20/2012,200.69,200.5,141.98,142.19,103.32,105.28
8/17/2012,201.08,201.22,142.23,142.18,103.45,103.6
8/16/2012,198.77,200.84,141.15,141.99,103.26,103.49
8/15/2012,198.9,198.4,140.64,140.95,103.35,103.13
8/14/2012,198.88,198.29,141.29,140.79,104.15,103.26
8/13/2012,198.88,199.01,140.6,140.77,102.55,103.61
8/10/2012,197.87,199.29,140.04,140.84,103.37,103.02
8/9/2012,198.62,198.42,140.29,140.61,102.41,103.6
8/8/2012,198.27,199.03,139.85,140.49,102.5,102.5
8/7/2012,199.43,199.93,140.18,140.32,102.38,103.24
8/6/2012,198.76,198.76,139.72,139.62,101.25,102.02
8/3/2012,196.48,198.52,138.56,139.35,99.35,100.98
8/2/2012,194.16,194.45,136.55,136.64,98.5,97.81
8/1/2012,196.96,195.18,138.7,137.59,101.27,100.09
7/31/2012,196.5,195.98,138.49,137.71,100.26,100.9
7/30/2012,196.32,196.68,138.52,138.68,101.15,100.88
7/27/2012,195.1,196.39,136.89,138.68,98.41,101.64
7/26/2012,193.49,193.95,135.89,136.17,97.44,98.06
7/25/2012,190.31,191.08,134.21,133.96,95.06,95.96
7/24/2012,190.92,190.34,135.19,133.93,93.38,94.47
7/23/2012,189.78,190.83,134.47,135.09,91.94,93.16
7/20/2012,194.09,192.45,136.95,136.47,94.47,94.16
7/19/2012,193.4,195.34,137.65,137.73,96.6,95
7/18/2012,184.15,188.25,136.04,137.37,97.35,96.51
7/17/2012,185.73,183.65,135.97,136.36,100.24,97.98
7/16/2012,185.58,184.79,135.44,135.43,97.73,97.68
7/13/2012,183.46,186.01,133.86,135.75,94.92,97.43
7/12/2012,184.25,183.09,133.38,133.51,94.34,94.02
7/11/2012,186.22,185.25,134.21,134.16,93.88,95.13
7/10/2012,190.3,186.26,136.01,134.14,94.86,94.25
7/9/2012,190.76,189.67,135.38,135.32,94.84,94.47
7/6/2012,193.92,191.41,135.47,135.49,94.64,95.47
7/5/2012,194.88,195.29,136.9,136.79,98.21,95.92
7/3/2012,195.46,195.93,136.48,137.41,97.13,98.6
7/2/2012,196.36,195.83,136.48,136.51,96.56,97.13
6/29/2012,194.55,195.58,135.2,136.1,96.01,95.86
6/28/2012,191.23,191.4,132.29,132.79,92.09,93.49
6/27/2012,192.14,193,132.42,133.17,91.19,93.27
6/26/2012,193.54,191.95,131.7,131.98,91.49,91.03
6/25/2012,192.48,192.86,132.05,131.32,92.36,91.22
6/22/2012,193.87,193.7,133.13,133.46,95.32,93.63
6/21/2012,199.07,193.39,135.64,132.44,96.8,93.9
6/20/2012,198.7,198.78,135.71,135.48,97.01,96.55
6/19/2012,198.83,198.93,135.08,135.7,94.3,96.37
6/18/2012,197.57,198.29,133.58,134.4,95.24,93.63
6/15/2012,196.08,199.1,133.38,134.14,93.68,95.66
6/14/2012,193,195.1,132.34,133.47,92.94,93.82
6/13/2012,194.36,193.1,132.53,132.07,93.32,92.72
6/12/2012,192.14,194.55,131.79,132.92,92.91,94.04
6/11/2012,196.6,192.51,134.17,131.41,96.01,92.8
6/8/2012,193.71,195.14,131.71,133.1,93.63,94.54
6/7/2012,195.28,194.44,133.47,132.05,96.64,94
6/6/2012,190.78,193.99,129.97,131.97,93.04,94.96
6/5/2012,187.92,189.2,127.85,129.07,90.96,92.21
6/4/2012,188.34,188.54,128.39,128.1,92.76,91
6/1/2012,190.12,189.08,129.41,128.16,94.07,92.64
5/31/2012,194.1,192.9,131.71,131.47,94.9,95.7
5/30/2012,194.8,194.53,132.56,131.76,96.68,94.61
5/29/2012,195.22,196.46,133.16,133.7,97.01,97.86
5/25/2012,195.11,194.3,132.48,132.1,96.54,96.7
5/24/2012,195.99,196.09,132.63,132.53,98.32,96.86
5/23/2012,195.53,196.12,131.25,132.27,96.75,98.04
5/22/2012,198.04,196.82,132.31,132.2,96.88,97.53
5/21/2012,195.98,197.76,130.16,131.97,94.8,96.51
5/18/2012,198.78,195.88,131.37,129.74,97.53,95.49
5/17/2012,199.67,197.89,132.86,130.86,98.57,97.08
5/16/2012,199.42,199.73,133.94,132.83,100.55,98.2
5/15/2012,199.44,199.04,134.02,133.34,100.14,99.87
5/14/2012,199.92,199.44,134.31,134.11,100.86,99.77
5/11/2012,199.96,201.17,135.17,135.61,103.42,102.13
5/10/2012,201,200.6,136.68,136.02,108.56,106.32
5/9/2012,199.99,201.23,135.1,135.74,107.3,107.29
5/8/2012,202.44,201.48,136.28,136.55,108.99,109.37
5/7/2012,203.96,203.75,136.51,137.1,108.53,110.04
5/4/2012,206.47,204.99,138.52,137,110.78,108.99
5/3/2012,208.27,207.24,140.34,139.25,113.98,111.53
5/2/2012,206.97,208.06,139.92,140.32,114.1,113.77
5/1/2012,207.18,208,139.79,140.74,114.84,115.33
4/30/2012,206.71,207.08,140.11,139.87,114.19,115.15
4/27/2012,206.47,206.81,140.58,140.39,114.23,114.41
4/26/2012,203.4,205.58,138.89,140.16,113.43,114.56
4/25/2012,202.02,203.57,138.65,139.19,115.11,113.98
4/24/2012,199.06,200,136.91,137.31,111.56,114.11
4/23/2012,197.89,198.62,136.54,136.79,110.52,111.75
4/20/2012,199.83,199.6,138.33,137.95,113.91,112.44
4/19/2012,200.03,199.51,138.63,137.72,115.1,113.6
4/18/2012,202.43,200.13,138.46,138.61,114.76,115.33
4/17/2012,204.57,207.45,137.84,139.08,119.37,116.86
4/16/2012,204.74,202.72,137.84,137.05,117.12,117.73
4/13/2012,204.32,202.8,138.47,137.14,119.99,115.09
4/12/2012,202.8,205.32,137.13,138.79,116.57,120.39
4/11/2012,203.99,202.58,137.29,137,116.37,115.93
4/10/2012,204.94,202.33,137.95,135.9,117.28,114.56
4/9/2012,204.4,204.94,138.03,138.22,116.06,117.02
4/5/2012,205.15,205.47,139.38,139.79,119.45,118
4/4/2012,206.22,206.05,140.22,139.86,120.82,119.96
4/3/2012,209.31,209.5,141.64,141.26,124.32,122.71
4/2/2012,208.96,209.47,140.64,141.84,124.14,124.9
3/30/2012,208.74,208.65,140.92,140.81,124.69,124.37
3/29/2012,206.09,208.27,139.64,140.23,125.66,123.76
3/28/2012,207.44,207.29,141.1,140.47,126.1,126.36
3/27/2012,208.46,207.18,141.74,141.17,128.59,126.33
3/26/2012,206.45,207.77,140.65,141.61,127.26,128.07
3/23/2012,205.89,205.48,139.32,139.65,125.86,126.18
3/22/2012,204,205.49,139.18,139.2,124.79,124.74
3/21/2012,204.32,204.69,140.52,140.21,126.68,125.99
3/20/2012,204.74,204.25,140.05,140.44,123.49,126.02
3/19/2012,205.71,205.72,140.21,140.85,122.93,124.3
3/16/2012,207.03,206.01,140.36,140.3,123.1,122.93
3/15/2012,204.94,206,140.12,140.72,121.73,123.06
3/14/2012,203.78,204.72,140.1,139.91,124.52,120.37
3/13/2012,201.72,203.78,138.32,140.06,118.4,124.54
3/12/2012,200.93,201,137.55,137.58,117.7,116.99
3/9/2012,199.98,200.62,137.3,137.57,117.62,117.29
3/8/2012,199.24,199.81,136.52,137.04,117.73,117.17
3/7/2012,198.09,197.77,135.06,135.69,114.66,116.4
3/6/2012,199.14,197.26,135.35,134.75,116.12,113.67
3/5/2012,198.36,200.66,137.1,136.75,119.6,118.63
3/2/2012,197.1,198.81,137.64,137.31,121.41,119.96
3/1/2012,197.23,197.53,137.31,137.73,115.97,121.13
2/29/2012,197.86,196.73,137.76,137.02,116.51,115.14
2/28/2012,197.75,197.98,137.2,137.56,116,117.11
2/27/2012,196.78,197.53,136.02,137.16,114.52,116.23
2/24/2012,198.38,197.76,136.93,136.93,116.32,115.87
2/23/2012,193.87,197.61,135.96,136.63,114.62,115.8
2/22/2012,193.03,193.87,136.26,136.03,116.22,114.36
2/21/2012,193.73,193.39,136.73,136.47,116.22,116.63
2/17/2012,193.71,193.42,136.52,136.41,115.46,115.91
2/16/2012,192.61,193.02,134.57,136.05,112.45,114.74
2/15/2012,192.31,192.25,135.63,134.56,113.28,113.17
2/14/2012,191.76,192.22,135,135.19,113.66,112.87
2/13/2012,193.31,192.62,135.32,135.36,115.86,114.53
2/10/2012,191.76,192.42,134.16,134.36,114.52,114.12
2/9/2012,193.03,193.13,135.41,135.36,117.19,115.88
2/8/2012,192.78,192.95,134.86,135.19,116.61,116.15
2/7/2012,192.45,193.35,134.17,134.79,116.77,115.98
2/6/2012,192.48,192.82,133.98,134.45,116.39,117.39
2/3/2012,192.93,193.64,134,134.54,115.61,117.53
2/2/2012,192.72,191.53,132.73,132.68,114.34,113.39
2/1/2012,193.21,192.62,132.29,132.47,112.61,113.45
1/31/2012,193.09,192.6,132.02,131.32,110.69,111.47
1/30/2012,189.39,192.5,130.51,131.37,110.37,109.73
1/27/2012,190.01,190.46,131.24,131.82,107.77,111.77
1/26/2012,191.79,190.98,133.15,131.88,108.61,108.56
1/25/2012,191.33,191.73,131.26,132.56,106.23,108.27
1/24/2012,188.63,191.93,130.8,131.46,106.79,108.87
1/23/2012,187.91,189.98,131.51,131.61,108.49,108.19
1/20/2012,185.77,188.52,131.24,131.95,107.32,108.74
1/19/2012,181.79,180.52,131.22,131.46,106.25,107.68
1/18/2012,179.83,181.07,129.31,130.77,99,104.31
1/17/2012,180.36,180,130.08,129.34,98.62,97.68
1/13/2012,179.48,179.16,128.64,128.84,98,98.96
1/12/2012,181.86,180.55,129.57,129.51,100.56,101.21
1/11/2012,180.73,182.32,128.73,129.2,97.94,99.76
1/10/2012,183.23,181.31,129.39,129.13,97.36,98.33
1/9/2012,182.2,181.59,128,128.02,93.49,94.69
1/6/2012,184.39,182.54,128.2,127.71,93.8,93.42
1/5/2012,184.81,184.66,127.01,128.04,93.95,94.58
1/4/2012,185.57,185.54,127.2,127.7,94.73,94.74
1/3/2012,186.73,186.3,127.76,127.5,92.97,95.36
12/30/2011,186.33,183.88,126.02,125.5,90.53,90.43
12/29/2011,184.07,186.18,125.24,126.12,90.59,91.01
12/28/2011,185.19,183.99,126.51,124.83,91.66,90.12
12/27/2011,184.97,184.95,126.17,126.49,93.5,91.9
12/23/2011,183.11,184.75,125.67,126.39,94.8,93.79
12/22/2011,182.71,182.04,124.63,125.27,92.12,94.42
12/21/2011,183.22,181.47,123.93,124.17,91.04,92
12/20/2011,185.5,187.24,122.18,123.93,89.82,90.98
12/19/2011,184.51,182.89,122.06,120.29,90.62,87.7
12/16/2011,188.01,183.57,122.23,121.59,92.71,90.1
12/15/2011,190.48,187.48,123.03,122.18,94.74,91.9
12/14/2011,189.84,188.72,122.56,121.74,93.78,93.25
12/13/2011,193.46,191.15,124.86,123.05,99.19,95.04
12/12/2011,193.64,192.18,124.95,124.21,99.34,98.03
12/9/2011,192.91,194.56,124.51,126.05,101.12,101.45
12/8/2011,192.48,191.58,125.9,123.95,103.68,99.92
12/7/2011,191.99,194.05,125.84,126.73,100.27,105.13
12/6/2011,190.65,192.94,126.21,126.26,99.64,101.16
12/5/2011,191.18,190.84,126.84,126.22,99.56,99.82
12/2/2011,189.92,189.66,126.12,124.86,95.53,97.25
12/1/2011,187.01,189.45,124.85,124.97,94.58,94.43
11/30/2011,184.57,188,123.49,124.99,92.4,95.86
11/29/2011,182.02,180.94,120.05,120.05,90.35,88.81
11/28/2011,182.71,182.21,119.54,119.71,92.72,90.78
11/25/2011,178.01,177.06,116.38,116.34,88.06,88.75
11/23/2011,180.67,177.95,118.07,116.56,88.98,87.89
11/22/2011,182.22,181.31,119.4,119.19,90.71,89.4
11/21/2011,183.37,181.48,120.2,119.66,90.18,91.3
11/18/2011,186.71,185.24,122.5,121.98,92.47,91.91
11/17/2011,186.81,185.73,123.85,122.11,95.99,92.35
11/16/2011,187.82,186.62,124.81,124.08,98.87,95.6
11/15/2011,187.49,188.75,125.17,126.08,98.3,99.75
11/14/2011,189.17,187.35,126.19,125.46,100.52,99.29
11/11/2011,185.27,187.38,125.83,126.66,100.89,101.66
11/10/2011,183.58,183.35,124.79,124.32,101.87,99.5
11/9/2011,184.2,182.24,124.89,123.16,104.99,99.67
11/8/2011,187.48,187.25,126.92,127.88,106.41,108.58
11/7/2011,186.22,187.32,125.39,126.26,104.95,105.57
11/4/2011,186.27,186.38,125.23,125.48,106.33,105.04
11/3/2011,185.13,187.3,125.27,126.25,108.03,107.68
11/2/2011,184,183.92,123.83,123.99,106.45,106.13
11/1/2011,181.55,181.35,122.03,122,103.49,103.54
10/31/2011,185.59,184.63,127.16,125.5,112.79,109.55
10/28/2011,185.57,187.45,128,128.6,114.34,115.86
10/27/2011,184.99,185.88,127.63,128.63,110.33,116.4
10/26/2011,181.74,181.97,124.35,124.3,101.9,106.33
10/25/2011,181.66,180.36,124.89,123.05,103.05,100.44
10/24/2011,181.51,182.25,124.17,125.49,102.65,103.98
10/21/2011,179.11,181.63,123.09,123.97,101.74,102.09
10/20/2011,178.13,177.25,121.43,121.66,101.69,100.86
10/19/2011,179.68,177.39,122.38,121.13,101.55,100.79
10/18/2011,178,178.9,120.14,122.58,98.19,102.25
10/17/2011,189.71,186.59,121.99,120.23,95.51,96.9
10/14/2011,188.19,190.53,121.91,122.57,96.79,96.73
10/13/2011,184.97,186.82,120.04,120.51,97.87,96.15
10/12/2011,186.08,186.12,120.6,120.75,98.2,99.11
10/11/2011,184.59,185,118.87,119.7,94.56,96.7
10/10/2011,183,186.62,117.68,119.58,94.92,96.14
10/7/2011,182.32,182.39,117.17,115.71,98.07,92.69
10/6/2011,176.81,181.69,114.36,116.49,94,97.93
10/5/2011,174.57,176.85,112.62,114.42,93.87,94.29
10/4/2011,171.54,174.74,108.35,112.34,88.32,94.58
10/3/2011,174.36,173.29,112.49,109.93,93.74,90.08
9/30/2011,176.01,174.87,114.45,113.15,98.28,94.55
9/29/2011,179.69,179.17,117.05,116.05,98.65,99.87
9/28/2011,177.97,177.55,117.78,115.14,99.98,96.32
9/27/2011,176.82,177.71,118.53,117.54,101.2,99.55
9/26/2011,170.96,174.51,114.61,116.24,96.19,99.14
9/23/2011,166.99,169.34,112.11,113.54,92.84,95.18
9/22/2011,168.33,168.62,113.25,112.86,95.96,93.98
9/21/2011,175,173.02,120.23,116.63,102.81,97.86
9/20/2011,173.57,174.72,120.82,120.17,105,102.61
9/19/2011,169.5,173.13,119.53,120.31,105.32,104.81
9/16/2011,171.33,172.99,121.29,121.52,109.07,107.49
9/15/2011,168.64,170.09,120.65,121.43,105.17,107.97
9/14/2011,164.01,167.24,118.34,119.37,104.91,104.54
9/13/2011,163.64,163.43,117.05,117.74,103.41,104.09
9/12/2011,160.04,162.42,114.47,116.67,100.79,102.92
9/9/2011,164.57,161.37,117.68,115.92,104.38,102.25
9/8/2011,167,165.25,119.57,119.04,107.13,104.79
9/7/2011,167.28,167.31,118.76,120.29,106,108.34
9/6/2011,163.06,165.11,114.39,116.99,103.67,104.56
9/2/2011,167.69,166.98,118.42,117.85,108.58,107.06
9/1/2011,172.71,170.33,122.29,120.94,115.55,112.16
8/31/2011,173.29,171.91,122.46,122.22,115.4,116.22
8/30/2011,172.06,172.51,120.83,121.68,115.33,115.18
8/29/2011,170.58,172.62,119.56,121.36,113.65,116.07
8/26/2011,164.85,169.14,115.69,117.97,108.63,111.75
8/25/2011,167.52,165.58,118.73,116.28,114.51,109.84
8/24/2011,164.13,166.76,116.19,118.08,106.9,110.31
8/23/2011,160.65,164.32,113.15,116.44,106.02,106.86
8/22/2011,161.35,158.98,115.17,112.73,114.17,106.51
8/19/2011,162.17,157.54,112.96,112.64,111.87,111.76
8/18/2011,166.32,163.83,116.5,114.51,112.15,113.14
8/17/2011,171.57,171.48,120.25,119.67,117.36,117.25
8/16/2011,172.19,171.24,119.47,119.59,117.6,116.87
8/15/2011,171.32,172.99,119.19,120.62,117.57,119.13
8/12/2011,168.5,168.2,118.4,118.12,119.82,116.47
8/11/2011,164.1,166.73,113.26,117.33,112.94,118.1
8/10/2011,168.18,162.54,115.26,112.29,119.58,110.34
8/9/2011,167.46,170.61,114.07,117.48,120.51,122.73
8/8/2011,168.83,166.22,116.91,112.26,122.08,117.66
8/5/2011,172.1,172.98,121.76,120.08,127.75,125.18
8/4/2011,176.5,171.48,124.42,120.26,130.84,126.23
8/3/2011,177.67,178.83,125.66,126.17,131.35,132.08
8/2/2011,179.95,178.05,127.81,125.49,132.08,131.23
8/1/2011,182.6,180.75,130.84,128.78,136.92,134.15
7/29/2011,180.26,181.85,128.91,129.33,134.1,134.97
7/28/2011,181.06,181.8,130.6,130.22,134.97,135.84
7/27/2011,182.01,181.35,132.59,130.6,136.79,134.72
7/26/2011,182.94,182.93,133.74,133.33,136.61,137.6
7/25/2011,183.89,183.7,133.3,133.83,134.17,136.85
7/22/2011,184.64,185.18,134.52,134.58,135.03,135.49
7/21/2011,183.59,184.9,133.4,134.49,133.52,135.58
7/20/2011,183.84,183.65,133.07,132.65,128,132.75
7/19/2011,178.74,185.21,131.34,132.73,125.73,128.49
7/18/2011,174.73,175.28,131.08,130.61,129.58,129.33
7/15/2011,175.08,175.54,131.66,131.69,131.31,130.16
7/14/2011,174.4,174.23,132.17,130.93,131.7,129.89
7/13/2011,174.9,174.32,132.09,131.84,130.74,129.92
7/12/2011,174.93,174.05,131.69,131.4,131.42,130.31
7/11/2011,174.9,174.99,132.75,131.97,132.75,132.02
7/8/2011,175.49,176.49,133.83,134.4,133.32,134.08
7/7/2011,176.78,176.48,135.16,135.36,135.09,135.01
7/6/2011,175.19,177.71,133.49,133.97,133.78,133.89
7/5/2011,173.52,175.43,133.78,133.81,135.9,134.5
7/1/2011,171.61,174.54,132.09,133.92,133.43,136.65
6/30/2011,171.11,171.55,131.14,131.97,133.05,133.09
6/29/2011,170.61,170.54,130.2,130.72,129.73,132.53
6/28/2011,168.33,170.01,128.45,129.61,131.34,129.26
6/27/2011,165.74,167.62,126.89,127.94,130.75,130.71
6/24/2011,165.85,165.07,128.27,126.81,132.81,130.91
6/23/2011,164.06,166.12,127.16,128.3,133.1,132.36
6/22/2011,165.59,165.68,129.05,128.67,135.59,134.52
6/21/2011,165.2,166.22,128.36,129.45,135.5,135.96
6/20/2011,163.7,165.02,126.62,127.7,136.42,135.14
6/17/2011,164.24,164.44,127.93,127.05,137.83,137.23
6/16/2011,162.06,162.67,127.06,127.3,134.63,136.09
6/15/2011,162.75,162.33,128.24,127.02,136.07,134.85
6/14/2011,163.87,164.12,128.87,129.32,138.2,137.1
6/13/2011,163.17,163.17,127.89,127.7,137.53,137.53
6/10/2011,164.57,163.18,128.85,127.6,133.21,135.92
6/9/2011,165.01,164.84,128.77,129.4,131.99,133.53
6/8/2011,163.27,164.34,128.76,128.42,132.63,131.59
6/7/2011,165.11,163.69,129.7,128.96,134.38,132.99
6/6/2011,164.76,164.75,130.09,129.04,134.75,133.9
6/3/2011,164.3,165.05,130.15,130.42,132.98,135.33
6/2/2011,166.44,166.09,131.96,131.73,136.65,134.38
6/1/2011,168.9,166.56,134.51,131.87,139.95,136.17
5/31/2011,168.44,168.93,134.77,134.9,140.82,140.73
5/27/2011,167.91,167.5,133.37,133.51,136.25,138.66
5/26/2011,167.46,167.18,132.03,133,136.2,136.26
5/25/2011,167.75,167.75,132.39,132.39,136.24,136.24
5/24/2011,168.5,167.99,132.44,131.95,136.27,136.34
5/23/2011,168.58,168.26,131.98,132.06,133.64,135.84
5/20/2011,170.4,170.16,134.33,133.61,138.18,134.99
5/19/2011,170.86,170.59,134.8,134.68,141.23,139.34
5/18/2011,170.1,170.44,133.24,134.36,140.93,140.84
5/17/2011,167.85,170.5,132.69,133.17,140.26,140.81
5/16/2011,169.81,168.86,133.56,133.19,140.89,140.6
5/13/2011,171.7,169.92,135.15,134.04,142.39,141.46
5/12/2011,169.65,172.24,134.08,135.08,145.99,142.75
5/11/2011,170.3,169.5,135.67,134.44,150,147.88
5/10/2011,169.25,170.38,135.17,135.87,149.02,150.4
5/9/2011,168.39,169.1,134.19,134.72,149.7,149.12
5/6/2011,169.03,168.89,134.94,134.2,151.47,150.1
5/5/2011,170.47,168.46,134.08,133.61,150.87,150.41
5/4/2011,172.36,170.62,135.67,134.83,152.25,151.52
5/3/2011,172,172.87,135.96,135.73,150.97,151.87
5/2/2011,172.11,172.15,137.07,136.22,152.2,151.3
4/29/2011,171.1,170.58,136.16,136.43,150.28,151.01
4/28/2011,169.99,170.78,135.43,136.11,152.55,150.6
4/27/2011,168.61,170.37,135.05,135.67,153.6,152.86
4/26/2011,167.99,168.49,134.05,134.79,151.89,153.27
4/25/2011,167.65,167.67,133.68,133.64,152.58,152.19
4/21/2011,165.63,168.28,133.79,133.78,153.09,153.51
4/20/2011,163.1,164.75,132.88,133.1,153.17,152.7
4/19/2011,165.71,165.4,130.76,131.31,156.09,151.86
4/18/2011,164.64,165.94,130.59,130.56,154.05,153.78
4/15/2011,165,166.21,131.8,132.04,156.18,155.13
4/14/2011,163.84,164.97,130.7,131.56,157.51,155.79
4/13/2011,163.97,163.95,132.08,131.46,162.5,160.17
4/12/2011,163.36,163.25,131.72,131.47,160.25,160.42
4/11/2011,163.44,163.95,133,132.46,160.54,161.47
4/8/2011,164.35,164.05,133.91,132.86,163.49,160.96
4/7/2011,164.1,164.38,133.42,133.32,161.99,162.4
4/6/2011,164.34,164.04,133.88,133.66,159.89,161.89
4/5/2011,163.81,163.99,133,133.24,158.46,158.91
4/4/2011,164.42,164.25,133.43,133.26,160.76,158.9
4/1/2011,163.7,164.27,133.41,133.15,159.77,160.23
3/31/2011,163.4,163.07,132.6,132.59,157.38,158.6
3/30/2011,163.55,163.6,132.55,132.77,159.03,159.07
3/29/2011,161.34,162.88,130.87,131.86,156.6,158.47
3/28/2011,161.54,161.37,131.58,130.98,158.2,156.47
3/25/2011,160.98,162.18,131.24,131.3,160.51,157.97
3/24/2011,160.23,160.04,130.4,130.9,160.35,159.91
3/23/2011,158,159.53,128.93,129.66,160.02,159.53
3/22/2011,158.56,158,129.72,129.29,160.64,160.79
3/21/2011,157.64,157.68,129.35,129.74,161.62,160.21
3/18/2011,156.5,155.89,128.84,127.76,156.6,159.96
3/17/2011,154,154.18,128,127.85,155.93,155.75
3/16/2011,156.52,153,128.15,126.18,157.23,154.38
3/15/2011,157.35,159.02,126.59,128.56,156.06,157.25
3/14/2011,161.16,161.39,129.99,130.05,159.94,158.43
3/11/2011,162.4,162.43,129.52,130.84,159.85,160.68
3/10/2011,164.64,162.02,131,129.94,160.8,160.27
3/9/2011,163.47,165.86,132.32,132.39,161.85,162.35
3/8/2011,159.7,162.28,131.64,132.58,159.43,161.3
3/7/2011,161.6,159.93,132.86,131.43,161.41,159.15
3/4/2011,163.4,161.83,133.37,132.47,162.88,161
3/3/2011,161.42,163.48,132.4,133.47,162.71,164.49
3/2/2011,159.43,160.16,130.75,131.21,161.58,161.69
3/1/2011,163.15,159.97,133.57,130.93,163.55,161.31
2/28/2011,162.36,161.88,132.82,133.15,165.53,163.78
2/25/2011,161.06,162.28,131.48,132.33,164.05,165.12
2/24/2011,159.63,160.77,130.88,130.93,162.2,163.44
2/23/2011,161.81,160.18,131.75,131.02,162.63,163.09
2/22/2011,163.57,161.95,133.12,131.83,165.67,162.94
2/18/2011,164.46,164.84,134.37,134.53,167.04,168.04
2/17/2011,163.3,164.24,133.46,134.25,168.54,167.16
2/16/2011,163.33,163.4,133.46,133.85,168.56,168.81
2/15/2011,162.89,162.84,133.02,133.01,167.32,167.91
2/14/2011,164.18,163.22,133.03,133.43,166.15,167.52
2/11/2011,163.98,163.85,131.8,133.11,165.11,166.66
2/10/2011,163.9,164.09,131.6,132.32,165.15,165.34
2/9/2011,165.62,164.65,132.21,132.27,168.23,166.01
2/8/2011,164.82,166.05,132.09,132.57,167.02,168.55
2/7/2011,164.08,164.82,131.44,131.97,164.79,167.13
2/4/2011,163.48,164,130.83,131.15,164.88,164.83
2/3/2011,163.16,163.53,130.26,130.78,164.99,164.64
2/2/2011,163.4,163.3,130.4,130.49,165.15,165.05
2/1/2011,162.11,163.56,129.46,130.74,163.86,165.33
1/31/2011,159.18,162,128.07,128.68,161.38,163.62
1/28/2011,161.05,159.21,130.14,127.72,164.16,161.77
1/27/2011,161.43,161.07,129.7,129.99,161.13,164.03
1/26/2011,161.67,161.04,129.49,129.67,161.7,161.31
1/25/2011,159.21,161.44,128.76,129.17,163.05,161.98
1/24/2011,155.42,159.63,128.29,129.1,165.99,166.3
1/21/2011,156.4,155.5,128.88,128.37,165.88,166.2
1/20/2011,154.53,155.8,127.96,128.08,166.55,165.69
